type	latitude	longitude	altitude (m)	color	opacity	width	name	desc	kml_folder
T	14.030635721	120.812790895	475.0						
T	14.029637422	120.813623107	440.2						
T	14.028638039	120.814248651	426.1						
T	14.027637577	120.814667527	412.9						
T	14.026041950	120.816329721	378.0						
T	14.024846270	120.817783028	353.5						
T	14.023650561	120.819236334	326.6						
T	14.022257479	120.821310743	349.8						
T	14.021263299	120.822969608	289.3						
T	14.019872238	120.825457358	366.1						
T	14.018879031	120.827322901	369.7						
T	14.018486361	120.828978464	379.3						
T	14.020095912	120.830002966	384.4						
T	14.021302276	120.830616349	408.8						
T	14.022908643	120.831020853	427.7						
T	14.024514985	120.831425365	421.5						
T	14.025518679	120.831626519	430.1						
T	14.027122896	120.831617693	405.5						
T	14.029128137	120.831606665	396.5						
T	14.031532290	120.831180089	410.3						
T	14.033333797	120.830550146	432.1						
T	14.035136330	120.830126879	433.2						
T	14.036136794	120.829708019	424.2						
T	14.038138748	120.829076976	395.4						
T	14.040540636	120.828237054	405.0						
T	14.042339910	120.827193755	446.3						
T	14.044339665	120.826149352	427.5						
T	14.046136767	120.824692688	456.0						
T	14.047335528	120.823859362	460.5						
T	14.048534278	120.823026032	465.5						
T	14.050129754	120.821363774	483.6						
T	14.052726622	120.819489306	515.9						
T	14.054719822	120.817204768	558.9						
T	14.057116116	120.815331358	523.3						
T	14.059311888	120.813459027	521.1						
T	14.060908308	120.812003367	507.4						
T	14.062500406	120.809720944	441.7						
T	14.063497477	120.808681953	479.7						
T	14.064294052	120.807644066	517.4						
T	14.065693178	120.806809521	471.5						
T	14.067290632	120.805560468	469.2						
T	14.069087491	120.804103587	489.0						
T	14.069884048	120.803065654	452.5						
T	14.071680899	120.801608729	413.5						
T	14.072481788	120.801397557	404.9						
T	14.073282678	120.801186384	395.4						
T	14.074083568	120.800975208	383.7						
T	14.075084953	120.800762911	368.0						
T	14.076487330	120.800548370	360.0						
T	14.078291786	120.800538286	351.5						
T	14.079294264	120.800532683	348.1						
T	14.080096249	120.800528201	343.8						
T	14.081501893	120.800933768	294.1						
T	14.082304965	120.801135993	283.3						
T	14.082908626	120.801546048	299.3						
T	14.083110206	120.801751636	307.0						
T	14.081105232	120.801762832	307.8						
T	14.079100269	120.801774026	349.8						
T	14.076696493	120.802200858	357.1						
T	14.074693718	120.802625440	370.7						
T	14.072695278	120.803876798	383.0						
T	14.071896552	120.804501351	404.9						
T	14.071096744	120.804919204	422.8						
T	14.069698701	120.805960477	462.2						
T	14.067303593	120.808040757	454.2						
T	14.066303290	120.808459698	482.7						
T	14.065105728	120.809499814	491.5						
T	14.063710899	120.811161091	444.8						
T	14.062913234	120.811992277	477.5						
T	14.061521606	120.814273584	498.3						
T	14.060724999	120.815311440	528.7						
T	14.059732177	120.817177136	496.7						
T	14.058737198	120.818629454	526.0						
T	14.057543848	120.820496237	574.9						
T	14.056550970	120.822361910	569.9						
T	14.055356512	120.824021993	583.6						
T	14.054564090	120.825886556	555.6						
T	14.053372768	120.828166689	552.5						
T	14.052379798	120.830032352	551.1						
T	14.051385749	120.831691329	540.3						
T	14.050589018	120.832729149	507.8						
T	14.049991728	120.833559185	508.9						
T	14.049394430	120.834389223	518.4						
T	14.048597676	120.835427045	511.6						
T	14.048200868	120.836255988	504.0						
T	14.047602502	120.836879338	488.4						
T	14.047205685	120.837708286	488.5						
T	14.046210481	120.839160585	532.8						
T	14.046014154	120.839988446	517.8						
T	14.045618357	120.841024093	475.0						
T	14.045423061	120.842058653	491.3						
T	14.045227757	120.843093218	494.7						
T	14.045034526	120.844541181	538.9						
T	14.044641807	120.846196946	523.0						
T	14.044444405	120.846818134	498.5						
T	14.044249070	120.847852726	499.2						
T	14.044254240	120.848886237	534.7						
T	14.044258371	120.849713050	536.7						
T	14.044262499	120.850539870	509.6						
T	14.044268684	120.851780108	488.4						
T	14.045070735	120.851775763	491.1						
T	14.045271246	120.851774677	491.9						
